Avg_Spend,Frequency,Time_Spent
55.72090231788022,4.096691081133955,22.522231980001298
54.614783048596834,4.283453383214061,26.16593884952134
61.13634384301321,3.4070712690757565,30.949193875406017
69.52747039144279,4.993211698050219,36.344030731546184
57.47392897239797,4.291428580387224,23.620017182041234
48.10604951124717,4.9289624206122,16.5947472437179
62.932276977736535,4.612213801751806,37.38706884317886
56.65232846432153,4.008486616492725,29.35629135776304
52.55014087320792,3.1066203705572155,19.943563174209068
50.82655597253396,4.9438032664007325,23.455461125853102
54.35691572427446,3.769372095380983,12.359270416738159
56.62394566271601,3.559474311228056,38.512929723846604
48.12403306895424,4.906561239681609,19.61731578276497
46.60842105290043,4.786956594103813,24.233396443028923
65.96006857951262,4.20020496587872,38.63114234613909
54.40427518077176,3.3617441915821153,33.331600678474075
65.8968809919798,3.2289986834137467,16.61805448066311
50.03411479786607,4.930032021072122,30.77479989698252
60.929448677738485,3.801497955709712,30.656304242013682
62.065418900033066,3.055717423939413,12.741874009619387
55.19606999759506,3.213115410856406,36.490287279155496
47.237522551299165,4.344008618796003,34.114552238450585
68.94951273146178,3.9707539143514667,29.919195122201184
61.29044448924415,3.5621785683943994,22.39376321869659
45.51790134965725,4.756512996689425,15.216404967245618
48.28807134567887,3.5899553232132817,29.627344137065727
66.662481810939,4.424260899911926,34.03898261093361
68.40866108671864,4.58796991755273,14.588973701105438
47.73493848733994,3.4521928956723276,36.600174350710034
66.07507055910929,3.964818661648537,28.27681060942054
46.879481625371994,3.3705796772704604,38.121548038854925
47.033181521575095,4.04320382671961,29.853201325205216
65.5561113845385,4.312949091240834,39.207618123693265
52.959425162345255,4.706141936535133,27.827650997145707
49.80541312962907,3.8879965010952677,22.66832111030476
53.005918719692836,4.206950861085087,38.86120432846866
63.17415822718651,3.83144674377575,24.671579902947514
49.59341055266052,4.765133214779133,27.609351743137022
63.025618910765985,3.7389190614684997,39.324166678138155
50.037959054549184,3.5191799965106085,32.848092746582154
48.29444816179843,4.422935721090053,19.86394495321538
60.79578387361908,3.445278027621089,24.08203593884639
65.087710272674,4.105300891919358,28.91623884982793
50.32687091928772,4.1719978584370265,34.1368482381032
48.23186186703677,3.7190691461606065,24.51005836236977
51.222925820498475,3.2100563987816964,15.689873442829885
46.12864634051133,3.595551234599524,39.5189301837084
49.53998178759551,4.529379630754041,31.694011583432328
51.35872055298138,4.32179257805434,19.482449294208237
53.179688151092776,4.286789924706042,26.828705876983317
45.22142744061953,4.923584384382507,34.34748342643128
45.142474596360344,4.750627807827537,14.145306779755813
52.00352900349367,4.931997289110692,36.244493467911084
45.776294635584804,3.1880800784665695,32.43521920173232
67.17747657066879,4.006988039361794,39.92615942633056
63.493977562817065,3.2464449225631595,20.006769243126563
59.326576556504065,4.343655077550839,35.902172012820586
64.32759034915611,3.733857442897064,19.742831702515694
46.540935317261656,4.665266424483876,22.792967841666066
56.61583875674176,4.715492311269063,12.212901727709655
46.4368118643866,4.094248989996801,26.71045894402707
66.50241654117185,4.454528809556468,19.39808535608574
57.04468886738586,4.60648896442113,33.233343646421204
65.43948318912193,3.5106289291703248,24.992853819437276
63.896103385379064,3.608976086496382,32.53328515956777
46.617289696929724,3.1364608547282726,34.70226385839929
56.10157768818723,4.4018932153822785,31.94224190222444
45.40857979071158,3.3034374827306823,18.96240745683743
45.58960095711338,4.119941509447209,35.49424693671337
64.49606253616342,3.338122188125354,19.43899342510224
58.26875706356989,4.775779456411442,15.407330477936467
46.38096737202294,3.321068985095699,13.126177370546124
47.11448637078898,3.1898021215389116,13.719671899635106
68.06088634579399,4.156614158639917,18.154264630622237
51.947846535932975,4.727494862180531,25.165302604712515
45.05899573969055,4.334191259398176,30.976273639296828
62.77621911232879,3.667559068561505,25.897860529838105
46.922785685808,4.278786048484067,13.369030611463756
50.934856605442235,3.380570040438556,14.950535445473482
51.64952729190327,4.580159068423839,22.218038505433398
69.06872170304953,3.4152466648416953,24.02695114087733
